STUDENT_ID,Name,Math,Science,English,Total,Grade
588,Krystal,21,39,99.0,214.3,Object-based
589,Krishnah,28,20,32.1,1.7,solution
590,Rancell,9,51,60.6,131.5,Progressive
591,Jannelle,26,97,21.4,128.4,Cloned
592,Farleigh,65,94,3.8,91.3,time-frame
593,Waylin,82,98,59.1,276.0,implementation
594,Marvin,69,65,16.8,170.5,artificial intelligence
595,Verney,82,97,25.4,235.2,Networked
596,Orson,60,61,96.6,72.8,next generation
597,Benjamen,36,23,10.7,202.5,non-volatile
598,Dulcie,51,72,88.3,173.7,Monitored
599,Ly,31,38,68.7,269.4,monitoring
600,Michaela,50,16,74.3,276.6,Versatile
601,Minny,67,62,33.4,272.5,Switchable
602,Regan,5,5,87.7,178.2,Extended
603,Cathie,26,55,49.8,120.3,zero administration
604,Lucinda,5,27,55.7,63.0,coherent
605,Antonia,79,25,99.3,38.6,system-worthy
606,Lesley,33,8,10.2,32.7,Exclusive
607,Blakeley,94,41,51.8,289.5,clear-thinking
608,Wood,90,2,79.6,110.7,Automated
609,Casie,49,75,95.7,238.6,demand-driven
610,Lynda,82,70,28.3,143.2,Networked
611,Bette-ann,14,76,87.7,207.6,intangible
612,Morris,11,90,6.2,218.8,Profound
613,Rebeca,92,78,21.9,51.3,Focused
614,Hersch,75,33,79.8,243.7,heuristic
615,Nicola,56,8,5.7,61.7,Grass-roots
616,Skell,55,83,55.5,160.8,Progressive
617,Aidan,65,20,42.0,59.5,frame
618,Curr,77,81,64.1,189.7,Future-proofed
619,Iago,97,19,41.6,293.9,middleware
620,Ailsun,92,89,93.0,260.1,well-modulated
621,Noel,91,79,6.6,10.1,Front-line
622,Portie,69,74,71.9,12.0,complexity
623,Basilio,100,97,69.5,137.5,function
624,Jenine,71,14,40.6,148.3,Re-engineered
625,Walker,5,13,8.3,160.6,Intuitive
626,Les,32,82,83.0,147.9,regional
627,Wynn,79,13,61.1,82.7,optimizing
628,Des,66,13,28.7,145.9,architecture
629,Mario,6,100,90.9,79.1,help-desk
630,Bird,38,75,23.9,85.1,alliance
631,Justinian,44,44,15.2,62.9,Cross-platform
632,Garnette,73,6,21.4,147.0,toolset
633,Ariel,68,82,51.0,29.5,Multi-tiered
634,Zachary,14,64,12.4,26.6,Self-enabling
635,Vassili,88,94,85.7,256.6,Business-focused
636,Port,57,15,4.5,128.4,Cross-group
637,Elyssa,91,7,11.6,138.6,Triple-buffered
638,Georges,23,14,4.5,61.0,homogeneous
639,Jeff,28,20,26.3,235.6,local
640,Cyril,15,59,84.6,179.6,secondary
641,Dulcea,12,17,55.8,6.0,bottom-line
642,Benedict,21,41,47.2,298.5,dynamic
643,Corey,24,61,96.1,266.5,clear-thinking
644,Penelopa,36,26,40.6,131.9,attitude
645,Lonnie,39,45,9.4,133.1,secured line
646,Lance,18,10,46.6,265.0,Quality-focused
647,Barn,73,70,98.1,273.7,functionalities
648,Margaux,31,77,49.5,8.1,Organic
649,Wallie,62,61,22.2,158.4,artificial intelligence
650,Heinrick,55,62,73.2,37.2,installation
651,Vale,66,17,61.1,259.0,website
652,Margaretha,46,75,38.8,211.7,neural-net
653,Quinton,44,91,23.1,82.0,info-mediaries
654,Farris,10,71,68.0,204.2,zero administration
655,Annabell,87,88,18.6,278.5,Vision-oriented
656,Lorraine,30,87,30.7,26.2,instruction set
657,Dredi,28,97,99.5,62.5,Business-focused
658,Brew,62,64,14.8,215.6,composite
659,Vikky,28,97,70.0,57.6,Monitored
660,Ryley,52,0,46.0,29.2,Business-focused
661,Wileen,56,3,16.1,63.6,4th generation
662,Shanna,25,57,60.5,129.0,function
663,Jefferey,37,25,7.3,229.4,next generation
664,Meredith,63,96,47.4,51.6,frame
665,Brooks,21,54,72.4,19.9,Optimized
666,Adena,61,38,78.3,148.2,Sharable
667,Nata,56,57,59.8,260.3,Synchronised
668,Birgitta,47,52,64.3,0.9,Graphic Interface
669,Thorny,77,36,4.6,203.6,definition
670,Hanan,79,1,81.9,186.5,Distributed
671,Pat,67,67,9.2,144.8,Business-focused
672,Janna,8,12,46.2,276.5,artificial intelligence
673,Lula,36,61,27.9,72.0,tangible
674,Laurena,39,83,89.4,57.7,Multi-tiered
675,Maryrose,35,44,84.4,104.1,6th generation
676,Suzy,80,27,87.4,59.3,24 hour
677,Gun,63,67,91.7,238.1,Robust
678,Catharina,0,40,34.5,130.1,24 hour
679,Anatollo,11,5,93.3,242.8,Cloned
680,Stanly,35,76,89.3,137.6,asymmetric
681,Jan,68,86,38.2,136.3,Triple-buffered
682,Flss,90,73,78.5,13.4,Profit-focused
683,Nicolina,14,56,62.7,27.2,encompassing
684,Carmella,12,62,54.1,224.5,Upgradable
685,Felicdad,51,34,82.2,120.0,Multi-tiered
686,Caro,46,40,80.4,249.6,extranet
687,Walther,11,16,52.3,63.8,Cross-group
688,Benjie,11,25,89.5,25.0,intranet
689,Skippie,61,25,20.5,200.5,asymmetric
690,Brand,83,6,10.0,274.2,modular
691,Perla,99,100,78.3,106.7,pricing structure
692,Jacky,37,6,56.1,57.9,projection
693,Ernesta,11,86,95.4,95.1,Implemented
694,Elora,38,88,43.8,288.8,Focused
695,Gar,12,22,27.8,46.7,systematic
696,Far,20,51,8.8,298.8,system engine
697,Reba,7,81,18.8,56.3,initiative
698,Allegra,67,64,56.6,206.4,needs-based
699,Lew,87,19,75.3,75.0,hardware
700,Ermentrude,47,81,74.5,215.1,Ergonomic
701,Amory,62,62,85.7,68.7,Versatile
702,Tabina,43,27,77.3,98.1,Synergized
703,Elvera,31,27,64.5,260.5,stable
704,Milty,91,72,52.7,228.0,modular
705,Kaitlyn,70,83,91.1,259.1,fresh-thinking
706,Fidela,13,38,47.4,51.8,client-driven
707,Arielle,56,42,63.9,0.5,secured line
708,Parker,57,36,98.9,259.6,data-warehouse
709,Allis,59,88,79.4,121.7,groupware
710,Lawrence,51,71,94.4,238.8,well-modulated
711,Brant,8,22,82.8,281.9,help-desk
712,Alyosha,62,76,14.6,250.5,optimal
713,Gayelord,42,68,98.7,226.5,secured line
714,Ethyl,70,43,95.8,270.6,Visionary
715,Peria,19,60,93.3,119.3,systemic
716,Sybille,61,40,91.3,24.5,Multi-tiered
717,Suzie,40,47,75.9,117.8,frame
718,Di,25,64,74.3,193.3,attitude
719,Alick,15,28,74.8,260.3,24/7
720,Cullan,31,59,2.4,0.3,alliance
721,Ferrell,53,36,31.1,100.5,optimizing
722,Benedetto,37,27,28.3,169.5,dedicated
723,Ellene,48,96,69.5,178.9,monitoring
724,Englebert,58,12,19.8,252.7,Open-architected
725,Ashlee,3,21,51.8,85.0,solution
726,Augustina,29,73,79.5,158.3,Enhanced
727,Olympia,89,31,5.3,274.4,zero tolerance
728,Darsey,2,70,37.5,67.5,definition
729,Ingemar,9,70,11.1,224.1,Mandatory
730,Guinevere,54,36,71.4,199.3,system engine
731,Hilde,69,46,53.3,207.6,implementation
732,Bengt,59,10,20.1,153.3,Mandatory
733,Bethany,40,79,99.7,170.3,needs-based
734,Anne-marie,23,43,9.2,276.6,dynamic
735,Angelico,74,36,19.4,296.2,implementation
736,Thaddeus,11,8,82.4,43.8,Digitized
737,Dot,86,93,20.4,83.8,customer loyalty
738,Shanna,90,21,32.5,18.4,bifurcated
739,Chaddy,98,56,67.7,74.3,intermediate
740,Bennie,83,95,59.3,92.5,contextually-based
741,Karon,7,90,77.3,145.2,customer loyalty
742,Berty,32,9,64.7,263.0,object-oriented
743,Jervis,58,60,43.6,117.5,local area network
744,Brittani,50,87,4.3,134.6,website
745,Tulley,24,25,59.2,238.4,Quality-focused
746,Cirilo,42,56,37.4,86.8,maximized
747,Derk,51,60,80.7,181.9,foreground
748,Rutherford,59,72,11.9,227.7,analyzing
749,Taddeusz,67,55,40.8,247.2,User-centric
750,Laurianne,77,90,39.5,55.1,uniform
751,Chad,100,67,94.1,81.4,info-mediaries
752,Glenna,10,22,90.6,45.5,Integrated
753,Charis,67,54,31.3,97.7,parallelism
754,Layne,5,1,98.7,99.8,Pre-emptive
755,Consolata,47,11,45.1,265.4,regional
756,Randi,28,25,74.6,134.2,foreground
757,Linc,7,62,81.1,74.1,artificial intelligence
758,Massimiliano,67,72,27.4,274.1,pricing structure
759,Cleveland,67,3,27.3,78.3,human-resource
760,Salim,22,6,75.2,145.1,Mandatory
761,Gage,89,13,12.9,187.2,Realigned
762,Florette,8,69,52.1,48.7,challenge
763,Caye,27,27,91.8,168.6,definition
764,Dacey,96,19,79.1,251.2,Robust
765,Klemens,94,83,25.6,128.9,algorithm
766,Clair,90,63,70.3,253.4,multi-state
767,Danell,78,14,63.8,155.5,Optional
768,Kain,1,35,48.1,46.2,transitional
769,Mallory,6,48,51.5,292.5,Multi-layered
770,Albertine,31,56,94.2,211.4,asymmetric
771,Purcell,21,3,51.3,286.7,web-enabled
772,Annabel,58,89,63.2,241.0,value-added
773,Philis,46,91,48.8,224.2,challenge
774,Rosemonde,81,57,10.4,100.0,Down-sized
775,Marlyn,37,17,50.5,251.5,protocol
776,Britte,55,78,5.8,258.6,Secured
777,Gordy,11,21,19.1,247.7,encoding
778,Nikolaus,81,52,12.6,5.1,focus group
779,Iseabal,88,23,68.8,126.4,Diverse
780,Elenore,28,89,78.1,259.2,actuating
781,Gerard,99,94,67.7,291.4,matrix
782,Arin,98,10,14.1,272.3,Profit-focused
783,Ania,82,47,21.7,101.3,budgetary management
784,Jackqueline,36,38,54.3,95.4,systematic
785,Reynolds,9,47,72.8,5.0,Fully-configurable
786,Hugibert,89,96,9.9,228.8,Intuitive
787,Bridgette,75,66,68.2,233.9,zero administration
788,Grant,51,80,72.6,172.0,systemic
789,Gregor,62,62,32.8,240.8,hub
790,Nanny,35,40,1.9,179.6,user-facing
791,Briano,15,62,4.2,201.0,Devolved
792,Marc,65,91,54.0,232.7,matrices
793,Fenelia,62,73,92.8,258.2,Expanded
794,Tine,35,99,16.7,230.0,explicit
795,Appolonia,15,100,48.3,7.4,contextually-based
796,Phebe,6,78,61.5,240.9,Organic
797,Demetrius,2,0,57.3,291.3,neutral
798,Spence,12,47,27.6,168.6,Focused
799,Dorri,74,84,55.2,201.8,conglomeration
800,Ardelle,52,56,0.6,285.9,toolset
801,Roxine,40,5,75.8,106.1,impactful
802,Kassey,9,35,60.7,232.1,Synergistic
803,Lyssa,83,18,46.1,290.5,concept
804,Bernadene,25,0,71.8,207.0,4th generation
805,Tish,90,34,79.1,284.0,Function-based
806,Julina,69,39,90.9,186.5,internet solution
807,Mechelle,83,30,71.8,248.0,De-engineered
808,Idalina,58,88,29.5,41.6,Front-line
809,Englebert,56,18,36.6,238.1,conglomeration
810,Joshuah,72,79,69.8,170.2,toolset
811,Kettie,41,69,36.8,84.5,definition
812,Dael,29,64,80.4,187.1,analyzer
813,Debbi,71,24,78.6,104.6,cohesive
814,Stacy,73,92,42.7,125.3,Ameliorated
815,Maddy,0,33,98.0,250.7,fault-tolerant
816,Elsie,43,64,14.5,59.6,success
817,Kristian,20,80,54.0,97.8,needs-based
818,Missy,4,57,78.2,288.3,flexibility
819,Shelby,87,33,9.6,146.3,value-added
820,Demetris,9,37,59.1,70.3,tertiary
821,Sheelah,90,42,7.5,37.3,intranet
822,Breanne,24,64,4.0,155.7,Public-key
823,Euell,28,70,52.6,117.9,exuding
824,Carey,29,61,11.5,281.6,collaboration
825,Elmore,64,31,25.2,4.2,workforce
826,Baron,75,73,62.4,26.1,Grass-roots
827,Rene,24,56,12.3,298.8,monitoring
828,Loreen,87,82,75.8,283.3,heuristic
829,Sybilla,63,75,61.9,170.3,Seamless
830,Cristobal,29,30,7.9,12.3,Integrated
831,Herold,68,71,28.2,165.0,intangible
832,Murvyn,86,3,21.6,193.1,mobile
833,Yorker,47,79,31.0,289.5,migration
834,Kristin,96,10,39.6,115.4,well-modulated
835,Den,66,81,86.8,39.5,6th generation
836,Levi,49,33,51.0,101.2,background
837,Reeba,94,39,74.3,95.5,strategy
838,Binny,25,14,26.1,243.6,optimal
839,Nikolaus,21,43,1.6,166.9,workforce
840,Jordan,37,57,31.9,200.7,Streamlined
841,Emmerich,74,91,82.9,279.4,website
842,Sascha,10,38,29.4,122.6,uniform
843,Jeannine,59,53,73.6,71.6,value-added
844,Irena,48,26,19.2,77.9,exuding
845,Leia,21,34,65.0,27.1,project
846,Bobine,94,45,61.2,36.2,Innovative
847,Vince,7,64,43.5,169.3,complexity
848,Merci,11,55,43.1,275.6,Automated
849,Lanny,44,8,73.1,275.3,Enterprise-wide
850,Wolf,8,68,39.1,152.7,moratorium
851,Pooh,93,13,58.6,214.3,Progressive
852,Lulita,86,45,48.4,216.0,optimizing
853,Taffy,81,10,72.9,243.8,Secured
854,Kasey,30,66,43.4,187.5,Focused
855,Abigael,100,48,60.6,212.7,tertiary
856,Cyrille,56,99,36.5,149.5,complexity
857,Valida,66,11,52.3,230.6,challenge
858,Flora,2,53,74.6,199.6,foreground
859,Wright,90,34,65.6,283.3,benchmark
860,Mario,8,94,16.3,96.4,Centralized
861,Alexa,95,29,56.2,170.6,motivating
862,Sonja,10,80,40.9,67.7,adapter
863,Debera,94,46,65.0,68.5,data-warehouse
864,Berk,60,55,17.7,69.4,logistical
865,Carmel,70,88,14.4,96.2,frame
866,Regan,33,22,31.1,223.3,explicit
867,Corrianne,79,0,54.4,26.1,Graphic Interface
868,Mahmoud,51,50,89.6,75.3,3rd generation
869,Dasie,85,8,4.7,18.2,Secured
870,Siegfried,59,70,3.9,5.5,Mandatory
871,Edee,23,38,37.0,273.7,analyzing
872,Berrie,33,100,81.2,20.8,User-centric
873,Cheston,51,87,66.9,245.3,Down-sized
874,Barbette,28,42,55.0,137.8,directional
875,Melessa,56,41,62.3,237.1,task-force
876,Augustus,4,40,27.6,288.7,attitude-oriented
877,Adelind,43,17,70.6,25.6,Switchable
878,Benoit,46,66,22.0,66.5,intermediate
879,Eugine,66,97,30.0,128.2,User-centric
880,Alverta,29,61,2.2,133.6,Right-sized
881,Langston,12,23,82.8,244.3,application
882,Dorelia,75,37,55.7,269.7,time-frame
883,Calv,40,37,43.0,161.6,Stand-alone
884,Sally,1,29,76.9,273.1,user-facing
885,Herbert,42,21,33.6,193.9,impactful
886,Iris,93,47,45.9,27.4,flexibility
887,Carey,48,63,12.6,73.5,Persistent
888,Constantine,37,25,69.0,293.8,Assimilated
889,Gualterio,59,3,78.0,179.2,scalable
890,Lilli,32,42,85.5,282.3,orchestration
891,Hanan,2,95,52.9,261.8,Innovative
892,Raynard,17,53,80.4,35.6,leading edge
893,Wadsworth,88,84,11.5,280.2,Versatile
894,Jozef,12,43,19.4,82.6,Graphic Interface
895,Joice,93,45,24.6,297.1,Versatile
896,Galina,91,97,53.6,45.6,instruction set
897,Teodora,36,14,54.5,256.9,client-driven
898,Dasya,85,94,87.2,145.1,adapter
899,Maude,21,69,99.1,253.1,functionalities
900,Sherlock,47,19,47.0,262.2,challenge
901,Welby,86,54,65.8,133.6,product
902,Karole,33,65,4.7,11.4,Distributed
903,Shanda,39,42,1.5,222.6,Operative
904,Zola,71,18,17.7,71.4,clear-thinking
905,Dorisa,36,57,42.0,258.4,help-desk
906,Rochell,37,69,38.8,159.9,composite
907,Arvy,18,77,40.7,161.2,Grass-roots
908,Misty,14,42,96.7,92.8,well-modulated
909,Wood,78,68,79.4,230.3,national
910,Aaron,47,67,22.6,219.5,Organic
911,Calypso,19,7,90.7,127.2,architecture
912,Carla,1,17,20.7,238.1,task-force
913,Obidiah,58,73,92.6,289.5,Switchable
914,Kaspar,4,29,55.4,201.8,data-warehouse
915,Bari,96,25,66.5,71.9,object-oriented
916,Nial,76,92,65.9,219.8,Ameliorated
917,Adrian,72,28,78.7,148.8,Ameliorated
918,Yorker,8,90,50.7,178.3,Face to face
919,Belita,25,77,93.3,206.5,pricing structure
920,Audie,83,72,79.5,39.9,portal
921,Dewey,87,24,5.0,42.9,Sharable
922,Tannie,31,90,59.6,258.3,definition
923,Bruce,23,54,53.8,92.1,function
924,Niall,85,12,66.5,156.4,eco-centric
925,Misti,85,97,31.6,122.5,Self-enabling
926,Kay,5,24,1.6,293.6,infrastructure
927,Salomi,1,21,82.6,230.1,Assimilated
928,Alfred,18,93,52.6,184.9,Extended
929,Cristabel,92,43,35.1,60.0,Down-sized
930,Sande,69,85,65.2,39.9,Multi-tiered
931,Riva,77,15,92.6,57.4,empowering
932,Roxanne,42,9,50.5,276.6,Monitored
933,Janice,17,9,2.8,163.9,open architecture
934,Wyndham,30,52,79.7,44.6,Polarised
935,Garek,63,93,73.3,18.7,Horizontal
936,Kissee,47,32,79.2,143.2,Multi-tiered
937,Sena,18,28,53.0,279.6,software
938,Bathsheba,20,64,6.9,12.7,bifurcated
939,Cobbie,32,98,8.0,245.6,toolset
940,Kirby,75,9,35.9,210.9,infrastructure
941,Eb,3,52,82.1,72.9,Team-oriented
942,Alvin,68,31,52.2,46.4,policy
943,Jennee,15,85,38.6,279.1,help-desk
944,Karalee,47,14,74.5,193.7,Ameliorated
945,Maurice,77,72,26.8,165.9,Face to face
946,Jori,17,34,87.0,231.8,explicit
947,Bradly,79,9,68.6,92.8,secondary
948,Kelli,4,77,11.4,22.3,contingency
949,Madalyn,41,47,1.9,224.8,needs-based
950,Bride,9,39,40.2,170.0,parallelism
951,Kelcie,50,40,14.6,44.6,product
952,Ted,96,90,96.5,47.9,intangible
953,Vivien,54,44,69.2,23.5,web-enabled
954,Jania,81,38,27.5,62.5,object-oriented
955,Mead,7,26,79.2,129.7,contextually-based
956,Tally,35,62,69.7,135.0,impactful
957,Blayne,36,67,46.2,67.6,Fundamental
958,Penny,41,11,96.6,206.0,Centralized
959,Christie,54,19,4.7,4.2,Ameliorated
960,Ilene,15,69,22.2,125.9,multi-state
961,Ailey,12,22,33.6,22.7,synergy
962,Sioux,26,6,44.6,266.4,function
963,Cal,47,90,11.9,284.5,framework
964,Daveta,39,52,48.5,54.7,moderator
965,West,83,75,47.3,143.4,customer loyalty
966,Ted,17,57,70.7,160.0,forecast
967,Filippo,27,20,53.6,208.3,protocol
968,Jamal,91,60,16.6,266.1,Right-sized
969,Huntlee,32,59,0.1,122.3,hierarchy
970,Umeko,6,43,15.1,129.2,budgetary management
971,Kristi,72,97,83.7,59.7,Upgradable
972,Nerissa,82,77,68.1,258.3,transitional
973,Stoddard,21,93,17.0,195.2,local
974,Gracia,37,99,46.9,220.7,Devolved
975,See,55,6,22.2,228.7,Graphical User Interface
976,Alexandre,81,18,63.1,65.2,Switchable
977,Kai,66,84,80.0,12.9,Reverse-engineered
978,Konstanze,88,44,18.9,162.9,service-desk
979,Elana,41,83,51.2,280.6,Intuitive
980,Libby,30,39,27.8,59.5,Compatible
981,Karly,64,69,39.3,206.3,context-sensitive
982,Maribeth,88,19,53.2,187.6,Upgradable
983,Jerrold,53,27,97.1,276.1,Grass-roots
984,Shandra,60,55,99.7,220.5,data-warehouse
985,Robenia,35,98,41.7,203.9,Balanced
986,Hunfredo,32,84,75.9,242.3,context-sensitive
987,Alameda,57,11,39.7,161.3,Programmable
988,Isac,100,78,54.3,209.3,focus group
989,Helenka,93,49,56.3,181.9,Mandatory
990,Selinda,87,6,41.2,146.0,Organized
991,Irwinn,69,32,5.4,280.4,definition
992,Terence,46,36,79.0,101.8,Re-contextualized
993,Arlinda,3,33,12.6,56.2,synergy
994,Charles,90,82,23.8,287.1,customer loyalty
995,Ethel,41,7,59.1,264.6,Customizable
996,Hershel,70,30,11.3,85.3,disintermediate
997,Georgiana,38,91,73.7,59.0,background
998,Nell,81,49,12.1,105.6,systemic
999,Denys,16,49,39.0,35.3,challenge
1000,Alphonse,46,69,69.6,105.3,circuit
